﻿language,unit,word,definition
"אנגלית","6","pursuit","מרדף"
"אנגלית","6","quantify","לכמת"
"אנגלית","6","quantity","כמות"
"אנגלית","6","radically","באופן קיצוני"
"אנגלית","6","rank","דרגה"
"אנגלית","6","ray","קרן, אלומת אור"
"אנגלית","6","razor","סכין גילוח"
"אנגלית","6","rear","אחורי"
"אנגלית","6","rear","לטפח, לגדל"
"אנגלית","6","reconcile","להתפייס"
"אנגלית","6","reform","שינוי, רפורמה"
"אנגלית","6","reinvigorate","לרענן, להמריץ מחדש"
"אנגלית","6","relationship","מערכת יחסים"
"אנגלית","6","religious","דתי"
"אנגלית","6","remainder","שארית"
"אנגלית","6","renovate","לחדש, לשפץ"
"אנגלית","6","respective","שייך בהתאמה"
"אנגלית","6","respectively","בהתאמה"
"אנגלית","6","restrict","להגביל"
"אנגלית","6","restriction","הגבלה"
"אנגלית","6","retire","לפרוש"
"אנגלית","6","revoke","לבטל, לשלול"
"אנגלית","6","reward","פרס, לתגמל"
"אנגלית","6","ritual","טקס, פולחן"
"אנגלית","6","rough","קשה, מחוספס"
"אנגלית","6","rudimentary","יסודי, בסיסי"
"אנגלית","6","sacred","קדוש"
"אנגלית","6","sacrifice","להקריב, קורבן"
"אנגלית","6","sake","תועלת, עניין"
"אנגלית","6","screen","לסרוק"
"אנגלית","6","screen","מסך, צג, וילון"
"אנגלית","6","screen","לסנן"
"אנגלית","6","seek","לבקש"
"אנגלית","6","seek, sought","לחפש, חיפש"
"אנגלית","6","seismic","ססמי (קשור לרעידות אדמה)"
"אנגלית","6","series","סדרה"
"אנגלית","6","settle","להסדיר"
"אנגלית","6","settle","להתיישב"
"אנגלית","6","severe","חמור"
"אנגלית","6","shape","צורה, לעצב (צורה)"
"אנגלית","6","shift","משמרת"
"אנגלית","6","shift","להזיז"
"אנגלית","6","shiny","נוצץ, בוהק"
"אנגלית","6","side effect","תופעת לוואי"
"אנגלית","6","simplicity","פשטות"
"אנגלית","6","sketch","שרטוט, איור, סקיצה"
"אנגלית","6","skyrocket","להאמיר"
"אנגלית","6","skyscraper","גורד שחקים"
"אנגלית","6","sorrow","עצב, צער"
"אנגלית","6","spark","גיץ, ניצוץ"
"אנגלית","6","spectacular","מדהים"
"אנגלית","6","spirit","כוונה, רוח הדברים"
"אנגלית","6","spirit","רוח רפאים, נפש"
"אנגלית","6","spiritual","רוחני"
"אנגלית","6","spontaneously","ללא תכנון"
"אנגלית","6","stabilize","לייצב"
"אנגלית","6","stable","יציב"
"אנגלית","6","steam","אד, לאדות"
"אנגלית","6","steamship","אוניית קיטור"
"אנגלית","6","straightforward","ישיר"
"אנגלית","6","stream","לזרום, נחל, זרם"
"אנגלית","6","stricken","מוכה"
"אנגלית","6","stride","צעד, לצעוד"
"אנגלית","6","strife","מאבק, עימות"
"אנגלית","6","strike","הכה, התקיף"
"אנגלית","6","strike","שביתה"
"אנגלית","6","stripes","פסים"
"אנגלית","6","structure","מבנה, לבנות"
"אנגלית","6","stumble","למעוד"
"אנגלית","6","substitute","תחליף"
"אנגלית","6","sufficient","מספיק"
"אנגלית","6","superfluous","מיותר, עודף"
"אנגלית","6","surface","פני שטח"
"אנגלית","6","suspect","חשוד (מישהו)"
"אנגלית","6","suspect","לחשוד"
"אנגלית","6","suspicious","חשוד (משהו)"
"אנגלית","6","sympathetic","אוהד"
"אנגלית","6","team","צוות"
"אנגלית","6","tendency","נטייה"
"אנגלית","6","terminate","לסיים, לחסל"
"אנגלית","6","terrain","שטח"
"אנגלית","6","terrify","להפחיד, להבעית"
"אנגלית","6","theme","נושא"
"אנגלית","6","threat","איום"
"אנגלית","6","tight","הדוק, לחוץ, צמוד"
"אנגלית","6","tolerance","סובלנות"
"אנגלית","6","tolerate","לסבול"
"אנגלית","6","ultimate","מוחלט, סופי"
"אנגלית","6","unbearable","בלתי נסבל"
"אנגלית","6","uncountable","אינספור"
"אנגלית","6","undergo","לעבור, להתנסות, לחוות"
"אנגלית","6","unforgettable","בלתי נשכח"
"אנגלית","6","unsafe","לא בטוח"
"אנגלית","6","vain","לשווא"
"אנגלית","6","vain","שחצן"
"אנגלית","6","vary","משתנה"
"אנגלית","6","venture","סיכון"
"אנגלית","6","verify","לוודא, לאמת"
"אנגלית","6","versions","גרסאות"
"אנגלית","6","vessel","כלי שיט"
"אנגלית","6","village","כפר"
"אנגלית","6","virtual","מדומה, וירטואלי"
"אנגלית","6","virtually","למעשה, בעצם"
"אנגלית","6","visual","חזותי"
"אנגלית","6","visualize","לדמיין"
"אנגלית","6","wealthy","עשיר"
"אנגלית","6","weigh","לשקול"
"אנגלית","6","weight","משקל"
"אנגלית","6","wickedly","ברשעות"
"אנגלית","6","wisdom","חכמה, בינה"
"אנגלית","7","abstain","להתנזר, להימנע ממשהו"
"אנגלית","7","accentuate","להבליט, להדגיש"
"אנגלית","7","accusation","האשמה"
"אנגלית","7","acknowledge","להכיר, לדעת"
"אנגלית","7","adequate","הולם"
"אנגלית","7","advertise","פרסום"
"אנגלית","7","advertisement","מודעה, פרסום"
"אנגלית","7","affinity","זיקה, קירבה"
"אנגלית","7","affinity","משיכה"
"אנגלית","7","agitate","להסעיר, לזעזע, לעצבן"
"אנגלית","7","agonize","לענות, לייסר"
"אנגלית","7","agony","ייסורים"
"אנגלית","7","aisle","מעבר"
"אנגלית","7","alien","חייזר"
"אנגלית","7","alienation","ניכור, הרחקה"
"אנגלית","7","anchor","עוגן"
"אנגלית","7","annihilate","להשמיד"
"אנגלית","7","antique","עתיק, ענתיקה"
"אנגלית","7","apparatus","מנגנון"
"אנגלית","7","auction","מכירה פומבית"
"אנגלית","7","augment","להרחיב"
"אנגלית","7","autograph","חתימה"
"אנגלית","7","beg","להתחנן"
"אנגלית","7","burn","לשרוף, להישרף"
"אנגלית","7","cater","לספק"
"אנגלית","7","cathedral","קתדרלה"
"אנגלית","7","cattle","בקר"
"אנגלית","7","chariot","מרכבה"
"אנגלית","7","charity","צדקה"
"אנגלית","7","chase","לרדוף, מרדף"
"אנגלית","7","cheer","לעודד"
"אנגלית","7","cheerful","עליז, שמח"
"אנגלית","7","chemical","כימיקל, כימי"
"אנגלית","7","circuit","מסלול, להקיף"
"אנגלית","7","circuit","מעגל חשמלי"
"אנגלית","7","combat","לתקוף"
"אנגלית","7","combat","קרב"
"אנגלית","7","compete","להתחרות, להתמודד"
"אנגלית","7","competition","תחרות"
"אנגלית","7","components","חלקים, מרכיבים"
"אנגלית","7","compulsory","מהווה חובה"
"אנגלית","7","concise","תמציתי, תכליתי"
"אנגלית","7","concrete","בטון"
"אנגלית","7","concrete","קונקרטי, מוחשי"
"אנגלית","7","congregate","לאסוף קהל, לאסוף"
"אנגלית","7","conspicuous","בולט"
"אנגלית","7","conspiracy","קשר, מזימה"
"אנגלית","7","contagious","מדבק"
"אנגלית","7","contaminate","לזהם"
"אנגלית","7","correlate","לתאם, לקשר"
"אנגלית","7","corrupt","להשחית, מושחת"
"אנגלית","7","council","מועצה"
"אנגלית","7","counsel","לייעץ, להדריך"
"אנגלית","7","counsel","פרקליט, יועץ"
"אנגלית","7","counterpart","בעל תפקיד מקביל, עמית, בן-זוג"
"אנגלית","7","couple","זוג, לצמד"
"אנגלית","7","courage","אומץ"
"אנגלית","7","court","מגרש (ספורט)"
"אנגלית","7","court","בית משפט"
"אנגלית","7","courteous","אדיב"
"אנגלית","7","courtesy","נימוס, אדיבות"
"אנגלית","7","craft","אומנות, מלאכה"
"אנגלית","7","craft","כלי טייס / כלי שייט"
"אנגלית","7","craftsmen","אומן, בעל מלאכה"
"אנגלית","7","critique","ביקורת"
"אנגלית","7","cross","לחצות"
"אנגלית","7","cross","צלב, להצליב"
"אנגלית","7","crossroad","צומת"
"אנגלית","7","cruel","אכזרי"
"אנגלית","7","cult","כת"
"אנגלית","7","dawn","שחר"
"אנגלית","7","deal","עסקה"
"אנגלית","7","deal","להתמודד"
"אנגלית","7","dealt","עסק ב, חולק (קלפים, ניירת)"
"אנגלית","7","debt","חוב"
"אנגלית","7","decay","ריקבון"
"אנגלית","7","decipher","לפענח"
"אנגלית","7","delegate","להאציל, להסמיך"
"אנגלית","7","delinquent","נזנח, נשכח"
"אנגלית","7","delinquent","עבריין"
"אנגלית","7","depression","דיכאון"
"אנגלית","7","described","מתואר"
"אנגלית","7","description","תיאור"
"אנגלית","7","desirable","נחשק"
"אנגלית","7","desire","תשוקה, חשק, לחפוץ"
"אנגלית","7","despair","להתייאש"
"אנגלית","7","desperate","נואש"
"אנגלית","7","desperation","ייאוש"
"אנגלית","7","dimension","מימד"
"אנגלית","7","disagreement","חוסר הסכמה"
"אנגלית","7","disappear","להעלם"
"אנגלית","7","disappoint","לאכזב"
"אנגלית","7","disapproving","לא מאשר, לא מסכים, לא מרוצה"
"אנגלית","7","disciples","תלמידים"
"אנגלית","7","discipline","תחום לימוד/מחקר"
"אנגלית","7","discipline","להעניש, לחנך, משמעת"
"אנגלית","7","disciplined","חינך, העניש"
"אנגלית","7","disciplined","ממושמע"
"אנגלית","7","discontent","חוסר שביעות רצון"
"אנגלית","7","discourage","לשכנע שלא לעשות משהו"
"אנגלית","7","discrepancy","סתירה, פער"
"אנגלית","7","disease","מחלה"
"אנגלית","7","disinfection","חיטוי"
"אנגלית","7","dislocate","לפרוק, לנקוע"
"אנגלית","7","disparage","לזלזל, להמעיט בערך"
"אנגלית","7","dissent","להתנגד, חילוקי דעות"
"אנגלית","7","distinction","מצוינות"
"אנגלית","7","distinction","הפרדה"
"אנגלית","7","distinctive","מיוחד"
"אנגלית","7","distinguish","להבדיל, להבחין"
"אנגלית","7","disturb","להפריע"
"אנגלית","7","disturbance","הפרעה"
"אנגלית","7","dominate","לשלוט"
"אנגלית","7","dozen","תריסר"
"אנגלית","7","drought","בצורת"
"אנגלית","7","duel","דו-קרב"
"אנגלית","7","duplicate","לשכפל"
"אנגלית","7","durable","יציב, מתמשך"
"אנגלית","7","dynasty","שושלת"
"אנגלית","7","eliminate","לחסל, לפסול"
"אנגלית","7","eloquent","רהוט"
"אנגלית","7","elude","לברוח, להתחמק"
"אנגלית","7","embrace","לחבק, לאמץ לקרבו"
"אנגלית","7","emission","פליטה"
"אנגלית","7","employ","להעסיק"
"אנגלית","7","employer","מעסיק, מעביד"
"אנגלית","7","enclosing","לסגור, להקיף"
"אנגלית","7","enclosure","סגירה, כיתור, שטח מגודר"
"אנגלית","7","encounter","מפגש"
"אנגלית","7","endanger","לסכן"
"אנגלית","7","endangered","בסכנת הכחדה"
"אנגלית","7","endurance","כוח סבל"
"אנגלית","7","endure","לסבול, להחזיק מעמד"
"אנגלית","7","enforce","לאכוף, לכפות"
"אנגלית","7","Equator","קו המשווה"
"אנגלית","7","equip","לצייד"
"אנגלית","7","equipment","ציוד"
"אנגלית","7","erupt","התפרץ"
"אנגלית","7","estate","אחוזה"
"אנגלית","7","estate","נכס"
"אנגלית","7","expense","הוצאות"
"אנגלית","7","expensive","יקר"
"אנגלית","7","fabric","בד"
"אנגלית","7","fabricate","לבדות"
"אנגלית","7","family","משפחה"
"אנגלית","7","fatal","סופני (פטלי)"
"אנגלית","7","fate","גורל, חרץ גורל"
"אנגלית","7","fellow","חבר, עמית"
"אנגלית","7","fiction","בדיון, לא אמיתי"
"אנגלית","7","file","תיק, קובץ"
"אנגלית","7","fingerprint","טביעת אצבע"
"אנגלית","7","flame","להבה"
"אנגלית","7","flatter","שטוח יותר"
"אנגלית","7","flatter","להחמיא"
"אנגלית","7","flattery","חנופה"
"אנגלית","7","flock","לנהור, עדר, המון"
"אנגלית","7","flood","שיטפון"
"אנגלית","7","fragile","עדין, שביר"
"אנגלית","7","gauge","למדוד, להעריך, מידה"
"אנגלית","7","generous","נדיב"
"אנגלית","7","genes","גנים"
"אנגלית","7","gesture","מחווה"
"אנגלית","7","given","נתון"
"אנגלית","7","grade","כיתה"
"אנגלית","7","grade","ציון, דרגה, מעמד"
"אנגלית","7","grade","שיפוע"
"אנגלית","7","gradually","בהדרגה"
"אנגלית","7","graduate","לסיים לימודים"
"אנגלית","7","grand","גדול, כולל, מרשים"
"אנגלית","7","granddaughter","נכדה"
"אנגלית","7","grandfather","סבא"
"אנגלית","7","grandmother","סבתא"
"אנגלית","7","grandson","נכד"
"אנגלית","7","guess","ניחוש, לנחש"
"אנגלית","7","guidance","הנחיה, הכוונה, הנהגה"
"אנגלית","7","guide","להדריך"
"אנגלית","7","gunpowder","אבק שריפה"
"אנגלית","7","hail","לשבח"
"אנגלית","7","hail","ברד"
"אנגלית","7","hall","מסדרון"
"אנגלית","7","hall","היכל"
"אנגלית","7","harm","לפגוע, להזיק"
"אנגלית","7","harness","לרתום"
"אנגלית","7","herb","עשב"
"אנגלית","7","herd","לאסוף"
"אנגלית","7","herd","עדר, לרעות"
"אנגלית","7","heritage","מורשת"
"אנגלית","7","husband","בעל"
"אנגלית","7","illness","מחלה"
"אנגלית","7","illustrate","להמחיש, להדגיש"
"אנגלית","7","illustrator","מאייר"
"אנגלית","7","immersion","שקיעה"
"אנגלית","7","immoral","לא מוסרי"
"אנגלית","7","implement","ליישם, להוציא לפועל"
"אנגלית","7","implementation","מימוש, יישום, ביצוע"
"אנגלית","7","incident","תקרית"
"אנגלית","7","incompetence","חוסר יכולת"
"אנגלית","7","incorporate","לכלול, לשתף, לאגד"
"אנגלית","7","indefinitely","ללא הגבלה"
"אנגלית","7","independence","עצמאות"
"אנגלית","7","independent","עצמאי"
"אנגלית","7","inevitable","בלתי נמנע"
"אנגלית","7","infectious","מדבק"
"אנגלית","7","inferior","נחות"
"אנגלית","7","infiltrate","להסתנן"
"אנגלית","7","influence","השפעה, להשפיע"
"אנגלית","7","insight","תובנה"
"אנגלית","7","instrument","כלי"
"אנגלית","7","insurmountable","שאין להתגבר עליו"
"אנגלית","7","intellectual","אינטלקטואלי"
"אנגלית","7","interview","לראיין, ראיון"
"אנגלית","7","introduce","להציג, לעשות היכרות"
"אנגלית","7","introduction","הקדמה, מבוא, היכרות"
"אנגלית","7","invade","לחדור, לפלוש"
"אנגלית","7","invaders","פולשים"
"אנגלית","7","investigate","לחקור"
"אנגלית","7","invoke","לעורר, לזמן"
"אנגלית","7","irregular","לא רגיל"
"אנגלית","7","irresistible","שלא ניתן לעמוד בפניו"
"אנגלית","7","justify","להצדיק"
"אנגלית","7","knife (knives)","סכין (סכינים)"
"אנגלית","7","label","תגית"
"אנגלית","7","label","לתייג"
"אנגלית","7","labor","להתאמץ"
"אנגלית","7","labor","עבודה, עמל, לעמול"
"אנגלית","7","laboratory","מעבדה"
"אנגלית","7","laborer","פועל"
"אנגלית","7","layer","שכבה"
"אנגלית","7","lead, led","להוביל, הוביל"
"אנגלית","7","leader","מנהיג"
"אנגלית","7","leadership","מנהיגות"
"אנגלית","7","lie","לשקר, שֶקֶר"
"אנגלית","7","lie, lay","לשכב, שכב"
"אנגלית","7","listen","להקשיב"
"אנגלית","7","loosely","באופן רפוי"
"אנגלית","7","loud","חזק"
"אנגלית","7","loudspeaker","רמקול"
"אנגלית","7","luxury","מותרות"
"אנגלית","7","machine","מכונה"
"אנגלית","7","manufacture","ייצר"
"אנגלית","7","march","לצעוד"
"אנגלית","7","margin","שוליים, מרווח"
"אנגלית","7","martial","צבאי, קרבי"
"אנגלית","7","master","להתמחות, לשלוט"
"אנגלית","7","master","אדון, שליט"
"אנגלית","7","masterpiece","יצירת מופת"
"אנגלית","7","mastery","מומחיות"
"אנגלית","7","match","גפרור"
"אנגלית","7","match","התאמה, להתאים"
"אנגלית","7","melt","להמיס"
"אנגלית","7","mind","שכל"
"אנגלית","7","mind","אכפת"
"אנגלית","7","mind","לשים לב, לשמור"
"אנגלית","7","missile","טיל"
"אנגלית","7","mobilize","לנייד, להניע"
"אנגלית","7","mole","חפרפרת"
"אנגלית","7","mole","שומה"
"אנגלית","7","myriad","רב, הרבה"
"אנגלית","7","narrow","צר"
"אנגלית","7","navigate","לנווט"
"אנגלית","7","nervous","עצבני, לחוץ, מתוח"
"אנגלית","7","nobility","אצולה"
"אנגלית","7","noble","אציל, אצילי"
"אנגלית","7","notion","רעיון, מושג, נטיה"
"אנגלית","7","novel","רומן, סיפור"
"אנגלית","7","novel","חדש"
"אנגלית","7","observation","אבחנה"
"אנגלית","7","observe","להתבונן, להבחין"
"אנגלית","7","obstinate","עקשן"
"אנגלית","7","offend","להעליב"
"אנגלית","7","offender","פושע, פוגע"
"אנגלית","7","offensive","מעליב, פוגעני"
"אנגלית","7","oppressive","אכזרי"
"אנגלית","7","oppressive","מדכא, מעיק"
"אנגלית","7","ornament","קישוט"
"אנגלית","7","outdated","מיושן"
"אנגלית","7","outspoken","מדבר גלויות, ישיר"
"אנגלית","7","outstanding","יוצא מן הכלל, מצוין"
"אנגלית","7","overtake","לעקוף, להשיג"
"אנגלית","7","pain","כאב, להכאיב"
"אנגלית","7","passive","סביל"
"אנגלית","7","pervasive","מתפשט, מחלחל"
"אנגלית","7","petition","עצומה, עתירה, לעתור"
"אנגלית","7","picture","תמונה, לצלם"
"אנגלית","7","picture","לדמיין"
"אנגלית","7","play","משחק, לשחק"
"אנגלית","7","play","מחזה"
"אנגלית","7","playwright","מחזאי"
"אנגלית","7","policy","מדיניות"
"אנגלית","7","potent","חזק, בעל כוח השפעה"
"אנגלית","7","potential","אפשרי, פוטנציאלי"
"אנגלית","7","prejudice","דעה קדומה"
"אנגלית","7","prevalent","נפוץ, שכיח, רווח"
"אנגלית","7","pride","גאווה"
"אנגלית","7","prison","כלא"
"אנגלית","7","prophecy","נבואה"
"אנגלית","7","prosper","לשגשג"
"אנגלית","7","province","מחוז, אזור"
"אנגלית","7","provoke","להתגרות, להסית"
"אנגלית","7","punctuate","הדגשה"
"אנגלית","7","punctuation","ניקוד, פיסוק"
"אנגלית","7","pure","טהור"
"אנגלית","7","purification","טיהור"
"אנגלית","7","query","שאלה, חקירה"
"אנגלית","7","rapid","מהיר"
"אנגלית","7","rapid","אֶשֶד, זרם מים מהיר בנהר"
"אנגלית","7","rapidly","במהירות"
"אנגלית","7","reader","קורא"
"אנגלית","7","rebuttal","הפרכה, סתירה"
"אנגלית","7","recognize","לזהות"
"אנגלית","7","recollection","זיכרון"
"אנגלית","7","recordings","הקלטות"
"אנגלית","7","recruit","לגייס"
"אנגלית","7","recur","קרה שוב"
"אנגלית","7","recurring","חוזר, נשנה"
"אנגלית","7","refined","מעודן, מלוטש"
"אנגלית","7","reflect","להרהר"
"אנגלית","7","reflect","לשקף, להחזיר אור"
"אנגלית","7","reflection","השתקפות"
"אנגלית","7","refugee","פליט"
"אנגלית","7","reinforce","לתגבר, לחזק"
"אנגלית","7","relapse","הדרדר, הישנות"
"אנגלית","7","relating","מתייחס"
"אנגלית","7","relations","יחסים"
"אנגלית","7","remarkable","ראוי לציון, יוצא דופן"
"אנגלית","7","rival","יריב"
"אנגלית","7","rivalry","יריבות"
"אנגלית","7","rodent","מכרסם"
"אנגלית","7","role","תפקיד"
"אנגלית","7","rural","כפרי"
"אנגלית","7","satellite","לווין"
"אנגלית","7","satisfy","לרצות, לספק"
"אנגלית","7","scarce","נדיר"
"אנגלית","7","scholar","אקדמאי, בעל מלגה, מלומד"
"אנגלית","7","score","לחתוך, לחרוץ"
"אנגלית","7","score","לזכות בניקוד"
"אנגלית","7","score","תוצאה"
"אנגלית","7","secular","חילוני"
"אנגלית","7","senior","בכיר"
"אנגלית","7","senior","זקן"
"אנגלית","7","sensation","תחושה"
"אנגלית","7","sensations","חדשות מרעישות"
"אנגלית","7","set up","להרכיב, לארגן, לסדר"
"אנגלית","7","sheet","דף"
"אנגלית","7","sheet","סדין"
"אנגלית","7","sight","ראייה, כוונת"
"אנגלית","7","sighting","תצפית, מראה"
"אנגלית","7","silver","כסף, כסוף"
"אנגלית","7","sink","כיור"
"אנגלית","7","sink","לשקוע"
"אנגלית","7","skin","עור"
"אנגלית","7","skinned","פשט עור"
"אנגלית","7","slander","השמצה, להשמיץ"
"אנגלית","7","slight","קל, מעט"
"אנגלית","7","speak, spoke","לדבר, דיבר"
"אנגלית","7","speaker","דובר"
"אנגלית","7","spell","כישוף, קסם"
"אנגלית","7","spell","איות, לאיית"
"אנגלית","7","spend","לבלות, להעביר"
"אנגלית","7","spend","לבזבז, לפזר"
"אנגלית","7","spill","לשפוך"
"אנגלית","7","spot","כתם"
"אנגלית","7","spot","לזהות"
"אנגלית","7","sprang","נבע"
"אנגלית","7","stadium","אצטדיון"
"אנגלית","7","stark","שומם, עזוב"
"אנגלית","7","stark","בוטה, מוחלט, גמור"
"אנגלית","7","statue","פסל"
"אנגלית","7","steel","פלדה"
"אנגלית","7","stiff","נוקשה"
"אנגלית","7","storage","אחסון"
"אנגלית","7","strain","מתח נפשי"
"אנגלית","7","strain","להתאמץ, למתוח, לנקוע"
"אנגלית","7","strength","חוזק"
"אנגלית","7","strengthen","לחזק"
"אנגלית","7","struggle","מאבק, מאמץ"
"אנגלית","7","stuck","תקוע"
"אנגלית","7","suffer","לסבול"
"אנגלית","7","sundown","שקיעה"
"אנגלית","7","sunlight","אור יום"
"אנגלית","7","supreme","עליון"
"אנגלית","7","surprise","הפתעה"
"אנגלית","7","swing","לנדנד, נדנדה"
"אנגלית","7","switch","מתג"
"אנגלית","7","switch","להחליף"
"אנגלית","7","symptom","סימפטום"
"אנגלית","7","tempt","לפתות"
"אנגלית","7","tend","נוטה"
"אנגלית","7","tender","רך"
"אנגלית","7","threaten","לאיים"
"אנגלית","7","tilt","להטות, שיפוע"
"אנגלית","7","timid","ביישן"
"אנגלית","7","topic","נושא"
"אנגלית","7","tower","מגדל"
"אנגלית","7","toxic","רעיל"
"אנגלית","7","trace","לעקוב, למצוא"
"אנגלית","7","trace","סימן, עִקְבָה"
"אנגלית","7","track","מסילה, מסלול,"
"אנגלית","7","track","לעקוב"
"אנגלית","7","transform","לשנות צורה"
"אנגלית","7","translate","לתרגם"
"אנגלית","7","translator","מתרגם"
"אנגלית","7","transmit","לשדר"
"אנגלית","7","transmitter","משדר"
"אנגלית","7","transplant","לשתול"
"אנגלית","7","trap","מלכודת"
"אנגלית","7","triumph","ניצחון"
"אנגלית","7","tropical","טרופי"
"אנגלית","7","truth","אמת"
"אנגלית","7","tube","צינור"
"אנגלית","7","twist","סיבוך, סיבוב"
"אנגלית","7","unconscious","מחוסר הכרה"
"אנגלית","7","unjust","לא צודק"
"אנגלית","7","vagueness","עמימות, ערפול"
"אנגלית","7","vanish","להיעלם"
"אנגלית","7","vegetable","ירק"
"אנגלית","7","vegetarian","צמחוני"
"אנגלית","7","vehicle","כלי רכב"
"אנגלית","7","veracity","יושר, הגינות"
"אנגלית","7","verdict","פסק דין, פסיקה"
"אנגלית","7","voyage","מסע"
"אנגלית","7","want","לרצות"
"אנגלית","7","wanted","מבוקש"
"אנגלית","7","warmth","חום"
"אנגלית","7","wealth","עושר"
"אנגלית","7","welfare","סעד"
"אנגלית","7","wheat","חיטה"
"אנגלית","7","wildlife","חיות בר"
"אנגלית","7","wind","למתוח"
"אנגלית","7","wind","רוח"
"אנגלית","7","wing","כנף"
"אנגלית","7","withstand","להתמודד, לעמוד ב-"
"אנגלית","8","abroad","חו""ל"
"אנגלית","8","accomplices","שותף לדבר עבירה"
"אנגלית","8","acquitted","זוכה מאשמה"
"אנגלית","8","adhere","לדבוק ב-, לדגול ב-"
"אנגלית","8","advocate","לייעץ"
"אנגלית","8","advocate","פרקליט"
"אנגלית","8","align","להסתדר בשורה"
"אנגלית","8","allowance","דמי כיס, הקצבה"
"אנגלית","8","allusion","אזכור, רמיזה"
"אנגלית","8","ample","מספיק, שופע, גדול"
"אנגלית","8","amputation","קטיעה"
"אנגלית","8","amusement","שעשוע"
"אנגלית","8","anesthesia","הרדמה"
"אנגלית","8","annoy","להציק"
"אנגלית","8","appraise","להעריך (שווי), לאמוד"
"אנגלית","8","ark","תיבה"
"אנגלית","8","arrogant","יהיר, שחצן"
"אנגלית","8","artifact","חפץ, פריט אומנות"
"אנגלית","8","atrocity","זוועה"
"אנגלית","8","attire","לבוש"
"אנגלית","8","baffled","מבולבל"
"אנגלית","8","baggage","מטען, מזוודה"
"אנגלית","8","bandage","תחבושת"
"אנגלית","8","barrier","מחסום"
"אנגלית","8","bashful","ביישן"
"אנגלית","8","bent","כופף"
"אנגלית","8","blend","לערבב"
"אנגלית","8","blur","טשטוש, לטשטש"
"אנגלית","8","boil","להרתיח"
"אנגלית","8","bolster","לתמוך"
"אנגלית","8","boot","מגף"
"אנגלית","8","bore","לשעמם, שעמום"
"אנגלית","8","bore","לקדוח (חור)"
"אנגלית","8","bury","לקבור"
"אנגלית","8","cabin","בקתה"
"אנגלית","8","ceremony","טקס, מסכת"
"אנגלית","8","coal","פחם"
"אנגלית","8","command","פקודה, לפקוד"
"אנגלית","8","commute","לנסוע בקביעות לעבודה"
"אנגלית","8","commute","להמתיק (עונש)"
"אנגלית","8","commute","להחליף, להמיר"
"אנגלית","8","composed","הלחין"
"אנגלית","8","condense","לדחוס"
"אנגלית","8","condone","לסלוח, למחול"
"אנגלית","8","congenial","נעים, ידידותי"
"אנגלית","8","congenital","מולד"
"אנגלית","8","consolidate","לאחד, לגבש"
"אנגלית","8","container","מיכל, קונטיינר"
"אנגלית","8","contest","תחרות"
"אנגלית","8","contest","למחות"
"אנגלית","8","convict","להרשיע"
"אנגלית","8","convict","אסיר"
"אנגלית","8","cope","להתמודד"
"אנגלית","8","cord","מיתר"
"אנגלית","8","cornerstone","אבן פינה"
"אנגלית","8","crash","להתנגש, התנגשות"
"אנגלית","8","credibility","אמינות, מהימנות"
"אנגלית","8","crown","כתר, להכתיר"
"אנגלית","8","cultivate","לעבד, לטפח"
"אנגלית","8","curiosity","סקרנות"
"אנגלית","8","curious","סקרן"
"אנגלית","8","curve","עקומה, פניה"
"אנגלית","8","damp","לח"
"אנגלית","8","dampen","לדכא"
"אנגלית","8","dare","להעיז, תעוזה"
"אנגלית","8","dare","אתגר"
"אנגלית","8","daydream","לחלום בהקיץ"
"אנגלית","8","deaf","חרש"
"אנגלית","8","defer","לעכב, לדחות"
"אנגלית","8","deflate","להוציא אוויר מ-"
"אנגלית","8","deform","לעוות"
"אנגלית","8","deformity","מום, עיוות"
"אנגלית","8","delicate","עדין"
"אנגלית","8","demean","להנמיך, להשפיל"
"אנגלית","8","department","מחלקה"
"אנגלית","8","department-store","חנות כלבו"
"אנגלית","8","deposit","להפקיד, פיקדון"
"אנגלית","8","depreciate","להפחית"
"אנגלית","8","despise","לתעב"
"אנגלית","8","dessert","קינוח"
"אנגלית","8","devoid","חסר, נטול"
"אנגלית","8","disdain","זלזול, בוז"
"אנגלית","8","disgrace","בושה"
"אנגלית","8","disguise","תחפושת"
"אנגלית","8","disloyal","לא נאמן"
"אנגלית","8","disparagement","זלזול"
"אנגלית","8","dispatch","לשגר"
"אנגלית","8","displacement","עקירה"
"אנגלית","8","disseminate","להפיץ"
"אנגלית","8","docile","צייתן, כנוע, נח"
"אנגלית","8","domestic","ביתי"
"אנגלית","8","donate","לתרום"
"אנגלית","8","donor","תורם"
"אנגלית","8","draw","תיקו, שוויון"
"אנגלית","8","draw","לצייר"
"אנגלית","8","draw (drew)","לשלוף, שלף"
"אנגלית","8","drawback","חסרון, עיכוב"
"אנגלית","8","drift","זרם, סחף"
"אנגלית","8","eager","נחוש, נלהב"
"אנגלית","8","embryo","עוּבָּר"
"אנגלית","8","engage","להעסיק, ליצור מגע"
"אנגלית","8","engagement","התחייבות"
"אנגלית","8","engagement","אירוסין"
"אנגלית","8","enlist","להתגייס"
"אנגלית","8","enrage","להרגיז, להכעיס"
"אנגלית","8","entertain","לשעשע, לבדר"
"אנגלית","8","entertainment","בידור"
"אנגלית","8","entitled","זכאי"
